frame,timestamp_sec,timestamp_hhmmss,class,confidence,bbox
7040,234.66666666666666,00:03:54.66,2,,"[0.553698, 0.588613, 0.137311, 0.127876]"
7041,234.7,00:03:54.69,2,,"[0.552444, 0.587598, 0.13949, 0.129044]"
7042,234.73333333333332,00:03:54.73,2,,"[0.552319, 0.586302, 0.139231, 0.130816]"
7043,234.76666666666668,00:03:54.76,2,,"[0.552284, 0.584316, 0.138972, 0.133261]"
7044,234.8,00:03:54.80,2,,"[0.552517, 0.583633, 0.137496, 0.132973]"
7045,234.83333333333334,00:03:54.83,2,,"[0.552056, 0.583189, 0.139017, 0.133817]"
7046,234.86666666666667,00:03:54.86,2,,"[0.552736, 0.583669, 0.137931, 0.134048]"
7047,234.9,00:03:54.90,2,,"[0.5524, 0.583167, 0.138748, 0.135536]"
7048,234.93333333333334,00:03:54.93,2,,"[0.552563, 0.582313, 0.138361, 0.136867]"
7049,234.96666666666667,00:03:54.96,2,,"[0.551796, 0.581041, 0.139645, 0.139303]"
7050,235.0,00:03:55.00,2,,"[0.551024, 0.580544, 0.139578, 0.138909]"
7051,235.03333333333333,00:03:55.03,2,,"[0.551205, 0.582063, 0.138845, 0.137967]"
7052,235.06666666666666,00:03:55.06,2,,"[0.551188, 0.5815, 0.138852, 0.138746]"
7053,235.1,00:03:55.09,2,,"[0.551368, 0.581472, 0.138078, 0.138741]"
7054,235.13333333333333,00:03:55.13,2,,"[0.551077, 0.581282, 0.138741, 0.140038]"
7055,235.16666666666666,00:03:55.16,2,,"[0.549806, 0.580893, 0.140947, 0.140749]"
7056,235.2,00:03:55.19,2,,"[0.54977, 0.580907, 0.141509, 0.140861]"
7057,235.23333333333332,00:03:55.23,2,,"[0.550483, 0.581213, 0.13991, 0.140994]"
7058,235.26666666666668,00:03:55.26,2,,"[0.551, 0.581034, 0.138702, 0.14116]"
7059,235.3,00:03:55.30,2,,"[0.550663, 0.581034, 0.139377, 0.140651]"
7060,235.33333333333334,00:03:55.33,2,,"[0.550635, 0.580256, 0.138924, 0.14167]"
7061,235.36666666666667,00:03:55.36,2,,"[0.550284, 0.580266, 0.139668, 0.141845]"
7062,235.4,00:03:55.40,2,,"[0.550158, 0.580099, 0.140152, 0.14275]"
7063,235.43333333333334,00:03:55.43,2,,"[0.550453, 0.580398, 0.139479, 0.142549]"
7064,235.46666666666667,00:03:55.46,2,,"[0.550335, 0.580591, 0.139867, 0.141883]"
7065,235.5,00:03:55.50,2,,"[0.550216, 0.580401, 0.140192, 0.142792]"
7066,235.53333333333333,00:03:55.53,2,,"[0.550504, 0.580446, 0.139628, 0.142485]"
7067,235.56666666666666,00:03:55.56,2,,"[0.550334, 0.580371, 0.139336, 0.142341]"
7068,235.6,00:03:55.59,2,,"[0.551781, 0.58055, 0.13706, 0.142025]"
7069,235.63333333333333,00:03:55.63,2,,"[0.552054, 0.580496, 0.136807, 0.142135]"
7070,235.66666666666666,00:03:55.66,2,,"[0.55183, 0.580207, 0.136831, 0.142629]"
7071,235.7,00:03:55.69,2,,"[0.551835, 0.579911, 0.136784, 0.142719]"
7072,235.73333333333332,00:03:55.73,2,,"[0.552107, 0.579994, 0.134939, 0.14288]"
7073,235.76666666666668,00:03:55.76,2,,"[0.552035, 0.579561, 0.134607, 0.143475]"
7074,235.8,00:03:55.80,2,,"[0.551454, 0.579396, 0.135153, 0.143308]"
7075,235.83333333333334,00:03:55.83,2,,"[0.552363, 0.579487, 0.133769, 0.143729]"
7076,235.86666666666667,00:03:55.86,2,,"[0.552575, 0.579295, 0.133682, 0.143774]"
7077,235.9,00:03:55.90,2,,"[0.551951, 0.579343, 0.135326, 0.143362]"
7078,235.93333333333334,00:03:55.93,2,,"[0.550751, 0.578407, 0.136966, 0.144265]"
7079,235.96666666666667,00:03:55.96,2,,"[0.550508, 0.578362, 0.136449, 0.145452]"
7080,236.0,00:03:56.00,2,,"[0.550666, 0.577919, 0.135935, 0.146202]"
7081,236.03333333333333,00:03:56.03,2,,"[0.551958, 0.5779, 0.134073, 0.144482]"
7082,236.06666666666666,00:03:56.06,2,,"[0.553753, 0.578253, 0.133491, 0.143765]"
7083,236.1,00:03:56.09,2,,"[0.553614, 0.578939, 0.135088, 0.142523]"
7084,236.13333333333333,00:03:56.13,2,,"[0.553762, 0.57915, 0.134826, 0.1422]"
7085,236.16666666666666,00:03:56.16,2,,"[0.553764, 0.579239, 0.13474, 0.142337]"
7086,236.2,00:03:56.19,2,,"[0.55361, 0.57932, 0.135513, 0.142472]"
7087,236.23333333333332,00:03:56.23,2,,"[0.552141, 0.579159, 0.138186, 0.142609]"
7088,236.26666666666668,00:03:56.26,2,,"[0.551273, 0.579408, 0.139641, 0.14254]"
7089,236.3,00:03:56.30,2,,"[0.549928, 0.579366, 0.142237, 0.143484]"
7090,236.33333333333334,00:03:56.33,2,,"[0.55054, 0.579717, 0.141106, 0.143898]"
7091,236.36666666666667,00:03:56.36,2,,"[0.552004, 0.578647, 0.137589, 0.145435]"
7092,236.4,00:03:56.40,2,,"[0.552511, 0.577716, 0.137252, 0.146954]"
7093,236.43333333333334,00:03:56.43,2,,"[0.554334, 0.577006, 0.133793, 0.14941]"
7094,236.46666666666667,00:03:56.46,2,,"[0.554367, 0.577616, 0.133902, 0.147846]"
7095,236.5,00:03:56.50,2,,"[0.554639, 0.577416, 0.133345, 0.147547]"
7096,236.53333333333333,00:03:56.53,2,,"[0.554724, 0.578093, 0.133933, 0.146334]"
7097,236.56666666666666,00:03:56.56,2,,"[0.555028, 0.578301, 0.133515, 0.145862]"
7098,236.6,00:03:56.59,2,,"[0.554524, 0.578251, 0.134698, 0.146117]"
7099,236.63333333333333,00:03:56.63,2,,"[0.553993, 0.577922, 0.135303, 0.146261]"
7100,236.66666666666666,00:03:56.66,2,,"[0.553322, 0.578974, 0.136987, 0.145514]"
7101,236.7,00:03:56.69,2,,"[0.553877, 0.579326, 0.135427, 0.144585]"
7102,236.73333333333332,00:03:56.73,2,,"[0.553974, 0.579496, 0.135815, 0.144214]"
7103,236.76666666666668,00:03:56.76,2,,"[0.553574, 0.579095, 0.136239, 0.144468]"
7104,236.8,00:03:56.80,2,,"[0.553393, 0.577839, 0.13685, 0.144442]"
7105,236.83333333333334,00:03:56.83,2,,"[0.553567, 0.577647, 0.13678, 0.146444]"
7106,236.86666666666667,00:03:56.86,2,,"[0.553678, 0.579152, 0.136226, 0.146257]"
7107,236.9,00:03:56.90,2,,"[0.553454, 0.578846, 0.136497, 0.146761]"
7108,236.93333333333334,00:03:56.93,2,,"[0.552609, 0.579714, 0.138328, 0.144504]"
7109,236.96666666666667,00:03:56.96,2,,"[0.553482, 0.579015, 0.13675, 0.143342]"
7110,237.0,00:03:57.00,2,,"[0.551966, 0.578809, 0.140271, 0.142807]"
7111,237.03333333333333,00:03:57.03,2,,"[0.552588, 0.579465, 0.139678, 0.143075]"
7112,237.06666666666666,00:03:57.06,2,,"[0.552544, 0.579909, 0.1395, 0.142964]"
7113,237.1,00:03:57.09,2,,"[0.552751, 0.580453, 0.139428, 0.143315]"
7114,237.13333333333333,00:03:57.13,2,,"[0.554391, 0.580895, 0.13677, 0.143966]"
7115,237.16666666666666,00:03:57.16,2,,"[0.554163, 0.581579, 0.136839, 0.143568]"
7116,237.2,00:03:57.19,2,,"[0.554542, 0.582594, 0.136244, 0.141436]"
7117,237.23333333333332,00:03:57.23,2,,"[0.553312, 0.58324, 0.137682, 0.140724]"
7118,237.26666666666668,00:03:57.26,2,,"[0.554345, 0.584047, 0.136046, 0.137982]"
7119,237.3,00:03:57.30,2,,"[0.557221, 0.585121, 0.131047, 0.135391]"
7120,237.33333333333334,00:03:57.33,2,,"[0.556567, 0.586228, 0.13252, 0.132051]"
7121,237.36666666666667,00:03:57.36,2,,"[0.555958, 0.585164, 0.133712, 0.133894]"
7122,237.4,00:03:57.40,2,,"[0.555584, 0.585368, 0.13348, 0.132528]"
7123,237.43333333333334,00:03:57.43,2,,"[0.556161, 0.584642, 0.131807, 0.133932]"
7124,237.46666666666667,00:03:57.46,2,,"[0.55574, 0.583898, 0.132796, 0.135623]"
7125,237.5,00:03:57.50,2,,"[0.556289, 0.58374, 0.131473, 0.136291]"
7126,237.53333333333333,00:03:57.53,2,,"[0.556793, 0.584279, 0.130257, 0.135181]"
7127,237.56666666666666,00:03:57.56,2,,"[0.557149, 0.583765, 0.129437, 0.136759]"
7128,237.6,00:03:57.59,2,,"[0.556145, 0.584288, 0.131992, 0.135748]"
7129,237.63333333333333,00:03:57.63,2,,"[0.558399, 0.585305, 0.128488, 0.133198]"
7130,237.66666666666666,00:03:57.66,2,,"[0.55837, 0.587436, 0.127493, 0.129293]"
7131,237.7,00:03:57.69,2,,"[0.559305, 0.586727, 0.126401, 0.130773]"
7132,237.73333333333332,00:03:57.73,2,,"[0.557859, 0.586926, 0.129658, 0.12963]"
7133,237.76666666666668,00:03:57.76,2,,"[0.558345, 0.58552, 0.128733, 0.131455]"
7134,237.8,00:03:57.80,2,,"[0.557537, 0.584513, 0.130464, 0.133195]"
7135,237.83333333333334,00:03:57.83,2,,"[0.556684, 0.585243, 0.13185, 0.131668]"
7136,237.86666666666667,00:03:57.86,2,,"[0.554162, 0.583922, 0.136613, 0.134673]"
7137,237.9,00:03:57.90,2,,"[0.5511, 0.582582, 0.143251, 0.136867]"
7138,237.93333333333334,00:03:57.93,2,,"[0.551002, 0.583684, 0.142802, 0.134643]"
7139,237.96666666666667,00:03:57.96,2,,"[0.550772, 0.58472, 0.14314, 0.134932]"
7140,238.0,00:03:58.00,2,,"[0.550147, 0.584528, 0.144221, 0.137318]"
7141,238.03333333333333,00:03:58.03,2,,"[0.548397, 0.584361, 0.147329, 0.139507]"
7142,238.06666666666666,00:03:58.06,2,,"[0.549887, 0.584803, 0.145115, 0.138287]"
7143,238.1,00:03:58.09,2,,"[0.550251, 0.584318, 0.144086, 0.138075]"
7144,238.13333333333333,00:03:58.13,2,,"[0.550619, 0.584298, 0.143563, 0.138018]"
7145,238.16666666666666,00:03:58.16,2,,"[0.551007, 0.584309, 0.142474, 0.137852]"
7146,238.2,00:03:58.19,2,,"[0.551786, 0.583978, 0.140574, 0.137768]"
7147,238.23333333333332,00:03:58.23,2,,"[0.551574, 0.583405, 0.141039, 0.13835]"
7148,238.26666666666668,00:03:58.26,2,,"[0.5513, 0.5816, 0.141189, 0.140194]"
7149,238.3,00:03:58.30,2,,"[0.551645, 0.581153, 0.140513, 0.141616]"
7150,238.33333333333334,00:03:58.33,2,,"[0.551303, 0.57976, 0.140683, 0.143283]"
7151,238.36666666666667,00:03:58.36,2,,"[0.550367, 0.57946, 0.14204, 0.142935]"
7152,238.4,00:03:58.40,2,,"[0.55022, 0.579033, 0.142075, 0.143864]"
7153,238.43333333333334,00:03:58.43,2,,"[0.549148, 0.578562, 0.144444, 0.144264]"
7154,238.46666666666667,00:03:58.46,2,,"[0.550282, 0.5783, 0.141729, 0.144786]"
7155,238.5,00:03:58.50,2,,"[0.551371, 0.578345, 0.140684, 0.146458]"
7156,238.53333333333333,00:03:58.53,2,,"[0.550788, 0.577927, 0.139978, 0.146913]"
7157,238.56666666666666,00:03:58.56,2,,"[0.550511, 0.577415, 0.140072, 0.148109]"
7158,238.6,00:03:58.59,2,,"[0.549808, 0.576303, 0.141201, 0.149538]"
7159,238.63333333333333,00:03:58.63,2,,"[0.549791, 0.575747, 0.141657, 0.151114]"
7160,238.66666666666666,00:03:58.66,2,,"[0.54994, 0.574814, 0.142075, 0.152621]"
7161,238.7,00:03:58.69,2,,"[0.550627, 0.571659, 0.141459, 0.158751]"
7162,238.73333333333332,00:03:58.73,2,,"[0.546353, 0.568283, 0.149335, 0.156087]"
7239,241.3,00:04:01.30,3,,"[0.494879, 0.487004, 0.214863, 0.131767]"
7245,241.5,00:04:01.50,3,,"[0.514374, 0.47797, 0.196327, 0.173139]"
7246,241.53333333333333,00:04:01.53,3,,"[0.517717, 0.473903, 0.192807, 0.176347]"
7247,241.56666666666666,00:04:01.56,3,,"[0.521643, 0.47166, 0.191281, 0.17935]"
7248,241.6,00:04:01.59,3,,"[0.525075, 0.470765, 0.18801, 0.166516]"
7249,241.63333333333333,00:04:01.63,3,,"[0.530871, 0.474048, 0.182654, 0.179189]"
7251,241.7,00:04:01.69,3,,"[0.534024, 0.504559, 0.179889, 0.23524]"
7252,241.73333333333332,00:04:01.73,3,,"[0.537951, 0.508336, 0.179678, 0.230977]"
7253,241.76666666666668,00:04:01.76,3,,"[0.540112, 0.516245, 0.182005, 0.237573]"
7254,241.8,00:04:01.80,3,,"[0.540579, 0.525695, 0.181255, 0.230245]"
7255,241.83333333333334,00:04:01.83,3,,"[0.539845, 0.527957, 0.178913, 0.229762]"
7256,241.86666666666667,00:04:01.86,3,,"[0.5401, 0.529522, 0.177821, 0.229175]"
7257,241.9,00:04:01.90,3,,"[0.539933, 0.530472, 0.180906, 0.228975]"
7258,241.93333333333334,00:04:01.93,3,,"[0.53864, 0.532244, 0.180415, 0.229732]"
7259,241.96666666666667,00:04:01.96,3,,"[0.536858, 0.533599, 0.178096, 0.229654]"
7260,242.0,00:04:02.00,3,,"[0.535477, 0.533163, 0.174661, 0.237091]"
7261,242.03333333333333,00:04:02.03,3,,"[0.535238, 0.53532, 0.172883, 0.234478]"
7262,242.06666666666666,00:04:02.06,3,,"[0.535149, 0.535667, 0.173066, 0.235101]"
7263,242.1,00:04:02.09,3,,"[0.535213, 0.535463, 0.172368, 0.235688]"
7264,242.13333333333333,00:04:02.13,3,,"[0.535232, 0.535276, 0.17093, 0.235066]"
7265,242.16666666666666,00:04:02.16,3,,"[0.535835, 0.535481, 0.17008, 0.235579]"
7266,242.2,00:04:02.19,3,,"[0.538816, 0.538638, 0.164981, 0.230229]"
7267,242.23333333333332,00:04:02.23,3,,"[0.539465, 0.537594, 0.162668, 0.231971]"
7268,242.26666666666668,00:04:02.26,3,,"[0.540511, 0.537028, 0.160748, 0.234561]"
7269,242.3,00:04:02.30,3,,"[0.541025, 0.535836, 0.159132, 0.236974]"
7270,242.33333333333334,00:04:02.33,3,,"[0.542425, 0.534456, 0.156573, 0.239534]"
7271,242.36666666666667,00:04:02.36,3,,"[0.542773, 0.533967, 0.156333, 0.238525]"
7272,242.4,00:04:02.40,3,,"[0.543496, 0.532859, 0.155204, 0.239097]"
7273,242.43333333333334,00:04:02.43,3,,"[0.544826, 0.532546, 0.152542, 0.24195]"
7274,242.46666666666667,00:04:02.46,3,,"[0.545934, 0.531606, 0.150165, 0.243379]"
7275,242.5,00:04:02.50,3,,"[0.546739, 0.531535, 0.148525, 0.24317]"
7276,242.53333333333333,00:04:02.53,3,,"[0.546672, 0.530819, 0.148023, 0.244556]"
7277,242.56666666666666,00:04:02.56,3,,"[0.546941, 0.530682, 0.14762, 0.244555]"
7278,242.6,00:04:02.59,3,,"[0.546478, 0.530856, 0.14831, 0.243962]"
7279,242.63333333333333,00:04:02.63,3,,"[0.54648, 0.531172, 0.148733, 0.242951]"
7280,242.66666666666666,00:04:02.66,3,,"[0.54592, 0.531552, 0.149798, 0.242324]"
7281,242.7,00:04:02.69,3,,"[0.545062, 0.530922, 0.151624, 0.242091]"
7282,242.73333333333332,00:04:02.73,3,,"[0.545438, 0.531373, 0.150929, 0.242014]"
7283,242.76666666666668,00:04:02.76,3,,"[0.54708, 0.532893, 0.147921, 0.241248]"
7284,242.8,00:04:02.80,3,,"[0.548548, 0.532809, 0.14439, 0.239543]"
7285,242.83333333333334,00:04:02.83,3,,"[0.549619, 0.530282, 0.141674, 0.244478]"
7286,242.86666666666667,00:04:02.86,3,,"[0.551334, 0.531902, 0.142562, 0.238885]"
7287,242.9,00:04:02.90,3,,"[0.550973, 0.532219, 0.142868, 0.239243]"
7288,242.93333333333334,00:04:02.93,3,,"[0.55077, 0.532378, 0.138747, 0.240141]"
7289,242.96666666666667,00:04:02.96,3,,"[0.551674, 0.532644, 0.137988, 0.238983]"
7290,243.0,00:04:03.00,3,,"[0.552349, 0.532935, 0.137036, 0.238632]"
7291,243.03333333333333,00:04:03.03,3,,"[0.552295, 0.533831, 0.136756, 0.236998]"
7292,243.06666666666666,00:04:03.06,3,,"[0.552604, 0.533477, 0.136244, 0.238409]"
7293,243.1,00:04:03.09,3,,"[0.552939, 0.534218, 0.135058, 0.236192]"
7294,243.13333333333333,00:04:03.13,3,,"[0.553348, 0.535377, 0.134194, 0.232702]"
7295,243.16666666666666,00:04:03.16,3,,"[0.553742, 0.536947, 0.132838, 0.230153]"
7296,243.2,00:04:03.19,3,,"[0.554363, 0.538374, 0.135411, 0.227569]"
7297,243.23333333333332,00:04:03.23,3,,"[0.555037, 0.543448, 0.134185, 0.219089]"
7298,243.26666666666668,00:04:03.26,3,,"[0.55568, 0.545895, 0.134148, 0.215628]"
7299,243.3,00:04:03.30,3,,"[0.555548, 0.546135, 0.134257, 0.215708]"
7300,243.33333333333334,00:04:03.33,3,,"[0.555675, 0.546238, 0.134198, 0.216413]"
7301,243.36666666666667,00:04:03.36,3,,"[0.556277, 0.546562, 0.133654, 0.215338]"
7302,243.4,00:04:03.40,3,,"[0.55575, 0.54392, 0.132842, 0.217439]"
7303,243.43333333333334,00:04:03.43,3,,"[0.555312, 0.541397, 0.133875, 0.222083]"
7304,243.46666666666667,00:04:03.46,3,,"[0.555634, 0.538621, 0.134319, 0.22371]"
7305,243.5,00:04:03.50,3,,"[0.555797, 0.535031, 0.134838, 0.23086]"
7306,243.53333333333333,00:04:03.53,3,,"[0.555994, 0.533586, 0.13401, 0.233228]"
7307,243.56666666666666,00:04:03.56,3,,"[0.555618, 0.533758, 0.133529, 0.231573]"
7308,243.6,00:04:03.59,3,,"[0.55658, 0.537857, 0.128176, 0.226009]"
7309,243.63333333333333,00:04:03.63,3,,"[0.556194, 0.538538, 0.128074, 0.226405]"
7310,243.66666666666666,00:04:03.66,3,,"[0.556466, 0.538725, 0.127881, 0.226578]"
7311,243.7,00:04:03.69,3,,"[0.556507, 0.538068, 0.127633, 0.22745]"
7312,243.73333333333332,00:04:03.73,3,,"[0.55716, 0.539184, 0.127644, 0.224706]"
7313,243.76666666666668,00:04:03.76,3,,"[0.557195, 0.539956, 0.127877, 0.223914]"
7314,243.8,00:04:03.80,3,,"[0.556805, 0.539975, 0.128452, 0.224615]"
7315,243.83333333333334,00:04:03.83,3,,"[0.556933, 0.540139, 0.128099, 0.225353]"
7316,243.86666666666667,00:04:03.86,3,,"[0.557117, 0.543151, 0.128308, 0.21867]"
7317,243.9,00:04:03.90,3,,"[0.557084, 0.54399, 0.128192, 0.218333]"
7318,243.93333333333334,00:04:03.93,3,,"[0.557611, 0.544839, 0.128587, 0.216382]"
7319,243.96666666666667,00:04:03.96,3,,"[0.556721, 0.540511, 0.12809, 0.223936]"
7320,244.0,00:04:04.00,3,,"[0.557529, 0.538796, 0.126966, 0.226061]"
7321,244.03333333333333,00:04:04.03,3,,"[0.557875, 0.535984, 0.12786, 0.229973]"
7322,244.06666666666666,00:04:04.06,3,,"[0.557652, 0.535838, 0.127766, 0.228875]"
7323,244.1,00:04:04.09,3,,"[0.557116, 0.53437, 0.128227, 0.233863]"
7324,244.13333333333333,00:04:04.13,3,,"[0.55664, 0.534495, 0.128175, 0.23394]"
7325,244.16666666666666,00:04:04.16,3,,"[0.557288, 0.534602, 0.127794, 0.233802]"
7326,244.2,00:04:04.19,3,,"[0.557406, 0.534563, 0.128583, 0.234339]"
7327,244.23333333333332,00:04:04.23,3,,"[0.555526, 0.535154, 0.133294, 0.231408]"
7328,244.26666666666668,00:04:04.26,3,,"[0.557425, 0.541137, 0.129688, 0.22359]"
7329,244.3,00:04:04.30,3,,"[0.557566, 0.543789, 0.129341, 0.218852]"
7330,244.33333333333334,00:04:04.33,3,,"[0.556678, 0.54421, 0.131619, 0.219063]"
7331,244.36666666666667,00:04:04.36,3,,"[0.556256, 0.544017, 0.132353, 0.218673]"
7332,244.4,00:04:04.40,3,,"[0.556228, 0.543805, 0.132283, 0.218571]"
7333,244.43333333333334,00:04:04.43,3,,"[0.556503, 0.541666, 0.131635, 0.222379]"
7334,244.46666666666667,00:04:04.46,3,,"[0.556621, 0.541577, 0.130924, 0.221428]"
7335,244.5,00:04:04.50,3,,"[0.557047, 0.541916, 0.129443, 0.220426]"
7336,244.53333333333333,00:04:04.53,3,,"[0.5579, 0.542218, 0.127711, 0.218169]"
7337,244.56666666666666,00:04:04.56,3,,"[0.558369, 0.542542, 0.126608, 0.217344]"
7338,244.6,00:04:04.59,3,,"[0.558066, 0.542589, 0.127094, 0.217571]"
7339,244.63333333333333,00:04:04.63,3,,"[0.557953, 0.543832, 0.127469, 0.215837]"
7340,244.66666666666666,00:04:04.66,3,,"[0.557734, 0.543507, 0.127883, 0.217684]"
7341,244.7,00:04:04.69,3,,"[0.557796, 0.542449, 0.127549, 0.219009]"
7342,244.73333333333332,00:04:04.73,3,,"[0.558027, 0.542552, 0.127516, 0.218538]"
7343,244.76666666666668,00:04:04.76,3,,"[0.558415, 0.543452, 0.126803, 0.218093]"
7344,244.8,00:04:04.80,3,,"[0.558758, 0.543599, 0.125978, 0.217804]"
7345,244.83333333333334,00:04:04.83,3,,"[0.558835, 0.543554, 0.125879, 0.217851]"
7346,244.86666666666667,00:04:04.86,3,,"[0.558833, 0.543294, 0.125677, 0.217702]"
7347,244.9,00:04:04.90,3,,"[0.559144, 0.543987, 0.124874, 0.21626]"
7348,244.93333333333334,00:04:04.93,3,,"[0.558925, 0.544131, 0.12498, 0.216308]"
7349,244.96666666666667,00:04:04.96,3,,"[0.558668, 0.5446, 0.125498, 0.21537]"
7350,245.0,00:04:05.00,3,,"[0.558583, 0.544835, 0.12548, 0.215197]"
7351,245.03333333333333,00:04:05.03,3,,"[0.558783, 0.545132, 0.124908, 0.213933]"
7352,245.06666666666666,00:04:05.06,3,,"[0.558696, 0.545164, 0.125268, 0.213929]"
7353,245.1,00:04:05.09,3,,"[0.558558, 0.545036, 0.125496, 0.21377]"
7354,245.13333333333333,00:04:05.13,3,,"[0.558467, 0.545191, 0.12593, 0.213804]"
7355,245.16666666666666,00:04:05.16,3,,"[0.558123, 0.544872, 0.126888, 0.214346]"
7356,245.2,00:04:05.19,3,,"[0.557463, 0.545037, 0.128342, 0.214191]"
7357,245.23333333333332,00:04:05.23,3,,"[0.556967, 0.544876, 0.130251, 0.215958]"
7358,245.26666666666668,00:04:05.26,3,,"[0.556408, 0.545509, 0.132002, 0.214564]"
7359,245.3,00:04:05.30,3,,"[0.555959, 0.54723, 0.133298, 0.212683]"
7360,245.33333333333334,00:04:05.33,3,,"[0.555502, 0.548557, 0.13371, 0.209622]"
7361,245.36666666666667,00:04:05.36,3,,"[0.555518, 0.548526, 0.133542, 0.20974]"
7362,245.4,00:04:05.40,3,,"[0.555281, 0.549066, 0.134496, 0.208386]"
7363,245.43333333333334,00:04:05.43,3,,"[0.555, 0.549585, 0.135776, 0.206583]"
7364,245.46666666666667,00:04:05.46,3,,"[0.554664, 0.549425, 0.136756, 0.206582]"
7365,245.5,00:04:05.50,3,,"[0.551875, 0.547673, 0.139108, 0.210228]"
7366,245.53333333333333,00:04:05.53,3,,"[0.551382, 0.54553, 0.140891, 0.214252]"
7367,245.56666666666666,00:04:05.56,3,,"[0.551214, 0.544486, 0.14165, 0.216599]"
7368,245.6,00:04:05.59,3,,"[0.551638, 0.544289, 0.141162, 0.216214]"
7369,245.63333333333333,00:04:05.63,3,,"[0.551747, 0.544131, 0.140999, 0.215568]"
7370,245.66666666666666,00:04:05.66,3,,"[0.551358, 0.54387, 0.141407, 0.216159]"
7371,245.7,00:04:05.69,3,,"[0.55181, 0.543806, 0.140826, 0.216801]"
7372,245.73333333333332,00:04:05.73,3,,"[0.551485, 0.543943, 0.140083, 0.216508]"
7373,245.76666666666668,00:04:05.76,3,,"[0.552181, 0.545989, 0.138069, 0.21243]"
7374,245.8,00:04:05.80,3,,"[0.552422, 0.545831, 0.137591, 0.212869]"
7375,245.83333333333334,00:04:05.83,3,,"[0.552699, 0.545652, 0.136853, 0.213684]"
7376,245.86666666666667,00:04:05.86,3,,"[0.553303, 0.54445, 0.13543, 0.216299]"
7377,245.9,00:04:05.90,3,,"[0.553651, 0.543873, 0.134438, 0.217422]"
7378,245.93333333333334,00:04:05.93,3,,"[0.554573, 0.542455, 0.134305, 0.219251]"
7379,245.96666666666667,00:04:05.96,3,,"[0.555656, 0.544633, 0.134265, 0.214477]"
7380,246.0,00:04:06.00,3,,"[0.556065, 0.544578, 0.133747, 0.21564]"
7381,246.03333333333333,00:04:06.03,3,,"[0.555876, 0.545778, 0.133259, 0.212457]"
7382,246.06666666666666,00:04:06.06,3,,"[0.555567, 0.548286, 0.134529, 0.208447]"
7383,246.1,00:04:06.09,3,,"[0.554803, 0.549341, 0.135518, 0.206639]"
7384,246.13333333333333,00:04:06.13,3,,"[0.552343, 0.551415, 0.137143, 0.20449]"
7385,246.16666666666666,00:04:06.16,3,,"[0.550237, 0.552936, 0.14085, 0.202756]"
7386,246.2,00:04:06.19,3,,"[0.549911, 0.554249, 0.140667, 0.199116]"
7387,246.23333333333332,00:04:06.23,3,,"[0.550175, 0.554733, 0.140994, 0.198556]"
7388,246.26666666666668,00:04:06.26,3,,"[0.549857, 0.554609, 0.141615, 0.198346]"
7389,246.3,00:04:06.30,3,,"[0.549258, 0.554809, 0.142568, 0.19791]"
7390,246.33333333333334,00:04:06.33,3,,"[0.547886, 0.555523, 0.144953, 0.196628]"
7391,246.36666666666667,00:04:06.36,3,,"[0.54562, 0.557235, 0.149019, 0.194446]"
7392,246.4,00:04:06.40,3,,"[0.543744, 0.559472, 0.152241, 0.189664]"
7393,246.43333333333334,00:04:06.43,3,,"[0.542979, 0.56073, 0.153799, 0.187955]"
7394,246.46666666666667,00:04:06.46,3,,"[0.54277, 0.562847, 0.15397, 0.184107]"
7395,246.5,00:04:06.50,3,,"[0.542504, 0.563674, 0.156276, 0.182576]"
7396,246.53333333333333,00:04:06.53,3,,"[0.542494, 0.564507, 0.155732, 0.180994]"
7397,246.56666666666666,00:04:06.56,3,,"[0.542216, 0.564608, 0.155755, 0.180667]"
7398,246.6,00:04:06.59,3,,"[0.542376, 0.564911, 0.154691, 0.17923]"
7399,246.63333333333333,00:04:06.63,3,,"[0.542362, 0.565166, 0.154755, 0.178992]"
7400,246.66666666666666,00:04:06.66,3,,"[0.542224, 0.565366, 0.156396, 0.179068]"
7401,246.7,00:04:06.69,3,,"[0.542371, 0.564795, 0.155103, 0.180213]"
7402,246.73333333333332,00:04:06.73,3,,"[0.542167, 0.564977, 0.156491, 0.180299]"
7403,246.76666666666668,00:04:06.76,3,,"[0.541921, 0.565465, 0.156272, 0.179615]"
7404,246.8,00:04:06.80,3,,"[0.541835, 0.565377, 0.156334, 0.180725]"
7405,246.83333333333334,00:04:06.83,3,,"[0.541788, 0.565516, 0.156336, 0.18062]"
7406,246.86666666666667,00:04:06.86,3,,"[0.541586, 0.565482, 0.156079, 0.179872]"
7407,246.9,00:04:06.90,3,,"[0.541676, 0.565059, 0.1565, 0.180891]"
7408,246.93333333333334,00:04:06.93,3,,"[0.541566, 0.564405, 0.156335, 0.182134]"
7409,246.96666666666667,00:04:06.96,3,,"[0.541509, 0.564589, 0.156675, 0.181843]"
7410,247.0,00:04:07.00,3,,"[0.541488, 0.564759, 0.156809, 0.181743]"
7411,247.03333333333333,00:04:07.03,3,,"[0.541609, 0.565073, 0.156654, 0.181616]"
7412,247.06666666666666,00:04:07.06,3,,"[0.541771, 0.565315, 0.156438, 0.181397]"
7413,247.1,00:04:07.09,3,,"[0.541543, 0.56557, 0.15741, 0.181214]"
7414,247.13333333333333,00:04:07.13,3,,"[0.541544, 0.565621, 0.156794, 0.180844]"
